,Unnamed: 0,id,created_at,date,time,tweet,sentiment_label,sentiment_score
24,24,1430237077493399555,2021-08-24 18:34:26+00:00,2021-08-24,18:34:26,"#TrueFeedBack CEO'su @aocdiken ""Ulusal Yapay Zeka Stratejisi"" hakkında değerlendirme yapmak üzere yarın sabah 07.15'te @Ekoturktv 'de canlı yayında olacak. @TCSanayi @dijital #YapayZeka #ArtificialIntelligence",positive,0.6385
25,25,1430235672237989888,2021-08-24 18:28:51+00:00,2021-08-24,18:28:51,❝Stratejimiz keşfedici bir yaklaşıma sahip❞  Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/6ZxU4RSPot,positive,0.8968
26,26,1430234962431729669,2021-08-24 18:26:02+00:00,2021-08-24,18:26:02,"YAPAY ZEKA ÇAĞI   @dijital ile @TCSanayi işbirliğinde hazırlanan Türkiye’nin İlk Ulusal Yapay Zekâ Stratejisi, teknoloji ve inovasyon üssü @BilisimVadisiTR’nde tanıtıldı.   👉🏻#UYZS'ye  https://t.co/jsgd21nPHm adresinden ulaşabilirsiniz.  #YapayZekaÇağı  https://t.co/zPcIOXcZUU",positive,0.9614
27,27,1430231051914420228,2021-08-24 18:10:29+00:00,2021-08-24,18:10:29,Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/Bh8sov1o7y…  https://t.co/zbBbj1aZSa,positive,0.6905
28,28,1430227782798352391,2021-08-24 17:57:30+00:00,2021-08-24,17:57:30,Ulusal Yapay Zeka Stratejisi (2021-2025)   https://t.co/UTgJcZCXzW,negative,0.6507
29,29,1430227389246808071,2021-08-24 17:55:56+00:00,2021-08-24,17:55:56,Türkiye Cumhuriyeti Cumhurbaşkanlığı Dijital Dönüşüm Ofisi - Ulusal Yapay Zekâ Stratejisi 2021-2025  https://t.co/voe3XaVdEP,positive,0.6584
30,30,1430225524543086597,2021-08-24 17:48:32+00:00,2021-08-24,17:48:32,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/0s89JF1jig @adanapost01 aracılığıyla,negative,0.5881
31,31,1430224383650549760,2021-08-24 17:44:00+00:00,2021-08-24,17:44:00,BlackorWhite – İş Dünyası Cemiyet ve Yaşam » » Ulusal Yapay Zeka Stratejisi açıklandı…  https://t.co/yRfxWEs7Wl #blackorwhitedergi #İşYaşam #MustafaVarank #İstanbul #Teknoloji #YapayZeka #UYZS #YapayZekaÇağı #Ankara @varank @AliTahaKoc @dijital  https://t.co/CKtohg6prW,positive,0.5364
32,32,1430223299733250051,2021-08-24 17:39:41+00:00,2021-08-24,17:39:41,Kısaca bugün açıklanan Ulusal Yapay Zeka Stratejisi hakkında yorum yapmak istiyorum.  İlk başta kulağa ilginç geliyor olabilir belki bu konuda devletin eliyle en yüksek makamından vurguyla böyle bir hedeflerin oluşturulması ama aslında geç bile kalındı.,negative,0.9037
33,33,1430220744366215171,2021-08-24 17:29:32+00:00,2021-08-24,17:29:32,Türkiye'nin yapay zeka stratejisi... Ulusal Yapay Zeka Stratejisi Bilişim Vadisi'nde tanıtıldı. Yapay zeka çalışmalarında neredeyiz?  Gazeteci @SuleGunerr #AnaHaber'de @oylumtaluu'nun sorularını yanıtladı  https://t.co/rAoa1gawrD,positive,0.7827
34,34,1430219549744500745,2021-08-24 17:24:47+00:00,2021-08-24,17:24:47,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/PJa9uwBZ16 @Anadoluda_Bugun aracılığıyla,negative,0.5599
35,35,1430212749519429635,2021-08-24 16:57:46+00:00,2021-08-24,16:57:46,"1 Yıl Önce de 1 Milyon Yazılımcı Yetiştireceğiz Denilmişti Nerede O Yazılımcılar? Yapay Zeka Stratejisi Açıklandı da Alt Yapı Nerede? Veri Merkezi Nerede? ) (Ciddiyet İsteyen Konularda Bile Gevşeklik; Olgudan Çok Uzak Algı, Tek Dertleri Oy...  https://t.co/QYWZXyz3k9",negative,0.9987
36,36,1430205761829974019,2021-08-24 16:30:00+00:00,2021-08-24,16:30:00,#Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/YoEmsbn7DS,positive,0.7013
37,37,1430204012524150787,2021-08-24 16:23:03+00:00,2021-08-24,16:23:03,"#YapayZekaÇağı başlıyor 📣  🇹🇷 @udijital ve @TCSanayi işbirliği ile hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi, Türkiye'nin @BilisimVadisiTR 'nde bugün saat 10.00’da açıklanacak.🦾  https://t.co/lgX4Rl4tr6",positive,0.9669
38,38,1430203260888092677,2021-08-24 16:20:03+00:00,2021-08-24,16:20:03,"Türkiye, yapay zekâ stratejisini yayımlayan ülkeler arasında yerini aldı! 🇹🇷 📢 @dijital ile @TCSanayi iş birliğinde, ilgili tüm paydaşların etkin katılımıyla hazırladığımız Türkiye’nin ilk “Ulusal Yapay Zekâ Stratejisi” yayımlandı. Ülkemize hayırlı olsun.👏🏻 #UYZS #YapayZekaÇağı  https://t.co/LIJg6YZ5Az",positive,0.9816
39,39,1430202244864126980,2021-08-24 16:16:01+00:00,2021-08-24,16:16:01,"“ULUSAL YAPAY ZEKA STRATEJİSİ”  Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanlığı ile Sanayi Ve Teknoloji Bakanlığı tarafından hazırlanan, Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""ulusal yapay zeka stratejisi"" kamuoyuna tanıtıldı.  https://t.co/U0CrFHCHcv",positive,0.605
40,40,1430200728807632896,2021-08-24 16:10:00+00:00,2021-08-24,16:10:00,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/oj6iomwybe,positive,0.6488
41,41,1430200552084983810,2021-08-24 16:09:18+00:00,2021-08-24,16:09:18,#TOGG Kullanıcı Laboratuvarımız; Cumhurbaşkanlığı Dijital Dönüşüm Ofisi ve Sanayi ve Teknoloji Bakanlığı iş birliğiyle hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi'nin Bilişim Vadisi'ndeki tanıtımında katılımcılar tarafından ziyaret edildi.  https://t.co/N1p4cZKAhR,positive,0.9179
42,42,1430199338412687367,2021-08-24 16:04:28+00:00,2021-08-24,16:04:28,Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/Tw3Iz6Uzyx  https://t.co/Nh0UVkeKvZ,positive,0.6772
43,43,1430198967120302085,2021-08-24 16:03:00+00:00,2021-08-24,16:03:00,"Türkiye'nin Ulusal Yapay Zeka Stratejisi belirlendi. 2025 yılında yapay zeka alanında 50 bin kişinin istihdam edilmesi hedeflenen stratejiyle, araştırma, girişimcilik ve yenilikçilik desteklenecek.  https://t.co/DIFVUdIsin",positive,0.8678
44,44,1430198606015963141,2021-08-24 16:01:34+00:00,2021-08-24,16:01:34,"Türkiye'nin ilk ulusal yapay zeka stratejisi açıklandı. Küresel bazda bu tür teknolojilerin pazarının gelecek 5 yılda 2 katına çıkacağı tahmin ediliyor. TUBİTAK'in, son 10 yılda bu türden 1715 adet projeye 1,7 milyar TL destek verdiği açıklandı. 2025'te istihdam hedefi 50 bin.",positive,0.7456
45,45,1430196371584397317,2021-08-24 15:52:41+00:00,2021-08-24,15:52:41,Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi Gebze’de tanıtıldı  https://t.co/70oEH6qvuT,positive,0.7189
46,46,1430194751941271562,2021-08-24 15:46:15+00:00,2021-08-24,15:46:15,Türkiye Ulusal Yapay Zeka Stratejisi yayımlandı. #yapayzeka #AI #AIstrategy #AIethics #HumancenteredAI,positive,0.736
47,47,1430194686988365825,2021-08-24 15:45:59+00:00,2021-08-24,15:45:59,"#YapayZekaÇağı başlıyor 📣  🇹🇷 @udijital ve @TCSanayi işbirliği ile hazırlanan Türkiye'nin ilk Ulusal Yapay Zeka Stratejisi, Türkiye'nin @BilisimVadisiTR 'nde bugün saat 10.00’da açıklanacak.🦾  https://t.co/07LfwxKd5w",positive,0.9646
48,48,1430193852254720006,2021-08-24 15:42:40+00:00,2021-08-24,15:42:40,"Kurucumuz ve Yönetim Kurulu Başkanımız Dr. @erdemerkul  Bu akşam saat 21.30'da Ekotürk Ana Haber Bülteninde, lansmanı bugün gerçekleştirilen ""Ulusal Yapay Zeka Stratejisi"" üzerine kısa bir sohbet gerçekleştirecek. Tüm ilgilileriyle canlı yayında görüşmek üzere 💫 #YapayZekaÇağı  https://t.co/a6KQsch7Ko",positive,0.6628
49,49,1430193399341125649,2021-08-24 15:40:52+00:00,2021-08-24,15:40:52,Türkiye’mizin yapay zekâ alanında izleyeceği adımları tanımladığımız “Ulusal Yapay Zeka Stratejisi” milletimize hayırlı olsun.  Bu stratejinin en kritik bileşeni gençlerimiz. Birlikte başaracağız.   https://t.co/5VCsQrINt4  https://t.co/kYm2jTAs3F,positive,0.8197
50,50,1430192796078587906,2021-08-24 15:38:28+00:00,2021-08-24,15:38:28,📢 İlk ulusal yapay zeka stratejisi tanıtıldı ❓ Bilim insanları stratejiyi nasıl değerlendiriyor?  İstanbul Üniversitesi TETlab Yöneticisi Doç. Dr. Leyla Türker Şener #APara'ya konuştu:  ➡ Türkiye yaptığı çalışmalarla yapay zekada lider ülke olacak  @iutetlab @StemCellTime  https://t.co/NOHeiRoYic,positive,0.9459
51,51,1430189086699032584,2021-08-24 15:23:44+00:00,2021-08-24,15:23:44,Türkiye'nin yapay zeka stratejisi açıklandı  https://t.co/YU6W3IlxZc,positive,0.6168
52,52,1430188146247954435,2021-08-24 15:20:00+00:00,2021-08-24,15:20:00,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/JWRMP48rtj,positive,0.5123
53,53,1430183160717979659,2021-08-24 15:00:11+00:00,2021-08-24,15:00:11,"YAPAY ZEKA ÇAĞI   @dijital ile @TCSanayi işbirliğinde hazırlanan Türkiye’nin İlk Ulusal Yapay Zekâ Stratejisi, teknoloji ve inovasyon üssü @BilisimVadisiTR’nde tanıtıldı.   👉🏻#UYZS'ye  https://t.co/CsmHiMHKaV adresinden ulaşabilirsiniz.  #YapayZekaÇağı  https://t.co/rUJH6r9whP",positive,0.9454
54,54,1430182372478275585,2021-08-24 14:57:03+00:00,2021-08-24,14:57:03,"2025 Yapay Zeka stratejisi toplantısı.,,   https://t.co/xxXpaswj00",positive,0.5087
55,55,1430181243442941961,2021-08-24 14:52:34+00:00,2021-08-24,14:52:34,"Türkiye’nin Ulusal Yapay Zeka Stratejisi, Bilişim Vadisi’nde tanıtıldı  https://t.co/Ns7sA0ehd2  https://t.co/WZceubIvlq",positive,0.823
56,56,1430179101801947147,2021-08-24 14:44:03+00:00,2021-08-24,14:44:03,Türkiye’nin yapay zeka stratejisi açıklandı  https://t.co/vhnnp4tIoW  https://t.co/BhXdNVvR6x,positive,0.7436
57,57,1430178052139593734,2021-08-24 14:39:53+00:00,2021-08-24,14:39:53,"#YapayZekaÇağı stratejisi ile, Türkiye'nin 2025 yılına kadar yapay zeka alanında yürüteceği çalışmalar için yol haritası belirlendi.  Ülkemizin, “Dijital Türkiye"" ve ""Milli Teknoloji Hamlesi"" vizyonuna uygun olarak atılan dev adımı kutluyoruz🇹🇷  https://t.co/ARpwo5Xw55",positive,0.9934
58,58,1430174252477653009,2021-08-24 14:24:47+00:00,2021-08-24,14:24:47,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/35FCLBXGI3,positive,0.6
59,59,1430173539391451138,2021-08-24 14:21:57+00:00,2021-08-24,14:21:57,"Yapay zeka stratejisi dokümanına bakıyorduk. Yapay Zeka Daire Başkanlığını görünce durduk. Daire başkanı IBM Watson olsun. Makam odası, makam arabası, şoför, koruma, sekreter, çaycı, maaş, ikramiye, kıdem tazminatı istemez...  https://t.co/exdrA4udrU",negative,0.9912
60,60,1430173262345015298,2021-08-24 14:20:51+00:00,2021-08-24,14:20:51,"Ulusal Yapay Zeka Stratejisi bugün basına tanıtıldı. TÜBİTAK'ta Yapay Zeka Enstitüsü kurduklarını ifade eden sayın bakan @varank , “Önümüzdeki dönemde yapay zeka uygulamalarıyla ülkemizde veriden daha fazla değer üretildiğine hep birlikte şahit olacağız” dedi.  https://t.co/XOrfPptIDe",positive,0.7136
61,61,1430173046510215168,2021-08-24 14:20:00+00:00,2021-08-24,14:20:00,-İstihdam 50 bin kişiye çıkarılacak.  -Türkiye’nin ilk 20 ülke arasında yer alması sağlanacak.  Türkiye'nin Ulusal Yapay Zeka Stratejisi belirlendi.   İşte 2025 yılında ulaşılması öngörülen Ulusal Yapay Zeka Stratejisi'nin detayları...,positive,0.8595
62,62,1430172113026134016,2021-08-24 14:16:17+00:00,2021-08-24,14:16:17,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi   https://t.co/IUprkziHzs,positive,0.6487
63,63,1430171979441741828,2021-08-24 14:15:45+00:00,2021-08-24,14:15:45,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanı Koç, Türkiye’nin İlk Ulusal Yapay Zeka Stratejisi’ne ilişkin, 2025’te yapay zeka alanının ülkenin Gayri Safi Yurt İçi Hasılasına yaptığı katkıyı yüzde 5’e yükseltmeyi hedeflediklerini bildirdi.  https://t.co/3fLrqjLS8d  #YapayZekaÇağı",negative,0.858
64,64,1430171962551177224,2021-08-24 14:15:41+00:00,2021-08-24,14:15:41,Türkiye'nin yapay zeka stratejisi belirlendi  https://t.co/UxX33TUsyX,positive,0.613
65,65,1430171788735139865,2021-08-24 14:15:00+00:00,2021-08-24,14:15:00,Türkiye’nin Yapay Zeka Stratejisi için 5 senelik planı tanıtıldı   https://t.co/eLXqOX1VJH,positive,0.7188
66,66,1430171483071033352,2021-08-24 14:13:47+00:00,2021-08-24,14:13:47,"Türkiye, yapay zekâ stratejisini yayımlayan ülkeler arasında yerini aldı! 🇹🇷 @dijital ile @TCSanayi iş birliğinde,  Türkiye’nin ilk “Ulusal Yapay Zekâ Stratejisi” yayımlandı. Ülkemize hayırlı olsun.👏🏻 #UYZS #YapayZekaÇağı  https://t.co/u09hVn59PE",positive,0.9723
67,67,1430170307340472347,2021-08-24 14:09:07+00:00,2021-08-24,14:09:07,"Türkiye, yapay zekâ stratejisini yayımlayan ülkeler arasında yerini aldı! 🇹🇷 📢 @dijital ile @TCSanayi iş birliğinde, ilgili tüm paydaşların etkin katılımıyla hazırladığımız Türkiye’nin ilk “Ulusal Yapay Zekâ Stratejisi” yayımlandı. Ülkemize hayırlı olsun.👏🏻 #UYZS #YapayZekaÇağı  https://t.co/ewVjHUGfLr",positive,0.981
68,68,1430170040930906114,2021-08-24 14:08:03+00:00,2021-08-24,14:08:03,"""ULUSAL YAPAY ZEKA STRATEJİSİ""   Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""ulusal yapay zeka stratejisi"" kamuoyuna tanıtıldı. Projeye ilişkin Sanayi ve Teknoloji Bakanı Mustafa Varank, 24'e açıklamalarda bulundu  https://t.co/l5FMVij3rS",negative,0.5038
69,69,1430166487541682187,2021-08-24 13:53:56+00:00,2021-08-24,13:53:56,"Uzun süredir Yapay Zekâ üzerine çalışan biri olarak teknik ve sosyal konuların bir arada ele alınması gerektiğini, hatta üniversitelere YZ içerikli derslerin gelmesinin önemini paylaşırdım. Bugün Ulusal YZ Stratejisi lansmanı bana bunların olabileceğini gösterdi, gururluyum. +",positive,0.9588
70,70,1430163106798477319,2021-08-24 13:40:30+00:00,2021-08-24,13:40:30,"Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk 'ulusal yapay zeka stratejisi' kamuoyuna tanıtıldı. Peki, TÜBİTAK projelerin neresinde yer alacak? TÜBİTAK Başkanı Hasan Mandal (@ProfHasanMandal) süreç ve projeleri hakkında bilgi veriyor (@elifyavuzelif1)  https://t.co/o9pDPHYGp3",negative,0.5394
71,71,1430157714798297091,2021-08-24 13:19:04+00:00,2021-08-24,13:19:04,"TÜRKİYE,YAPAY ZEKÂ STRATEJİSİNİ YAYIMLAYAN ÜLKELER ARASINDA YERİNİ ALDI! Ülkemizin #DijitalTR vizyonu #MilliTeknolojiHamlesi ile uyumlu düzenlenen Ulusal Yapay Zekâ Stratejisi belgesinde 6 öncelik belirlendi.Türkiye istihdamla büyüyecek #YapayZekaÇağı ile dijitalleşecek @TCSanayi  https://t.co/IbFz3uMCWF",positive,0.8689
72,72,1430157285146480641,2021-08-24 13:17:22+00:00,2021-08-24,13:17:22,T.C. Sanayi ve Teknoloji Bakanımız Sn. @varank 'ın katılımıyla; “Ulusal Yapay Zeka 2021-2025 Stratejisi Lansman Programı” Bilişim Vadisi/Gebze’de gerçekleşti. Lansman sonrası TOGG’da gerçekleştirilen Ar-Ge faaliyetleri ile ilgili incelemelerde bulunduk.  https://t.co/BeUwe713YT,positive,0.6308
73,73,1430157165168316424,2021-08-24 13:16:53+00:00,2021-08-24,13:16:53,"TÜRKİYE,YAPAY ZEKÂ STRATEJİSİNİ YAYIMLAYAN ÜLKELER ARASINDA YERİNİ ALDI! Ülkemizin #DijitalTR vizyonu #MilliTeknolojiHamlesi ile uyumlu düzenlenen Ulusal Yapay Zekâ Stratejisi belgesinde 6 öncelik belirlendi.Türkiye istihdamla büyüyecek #YapayZekaÇağı ile dijitalleşecek @TCSanayi  https://t.co/E6NDpwuNEq",positive,0.9028
74,74,1430157143370616844,2021-08-24 13:16:48+00:00,2021-08-24,13:16:48,T.C. Sanayi ve Teknoloji Bakanımız Sn. @varank 'ın katılımıyla; “Ulusal Yapay Zeka 2021-2025 Stratejisi Lansman Programı” Bilişim Vadisi/Gebze’de gerçekleşti. Lansman sonrası Başkanımız @nail_ciler ; TOGG' da gerçekleştirilen Ar-Ge faaliyetleri ile ilgili incelemelerde bulundu.  https://t.co/ocusNkbD6e,positive,0.6584
75,75,1430156482004197376,2021-08-24 13:14:10+00:00,2021-08-24,13:14:10,#TEKNOLOJİ Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi  https://t.co/9ESFo7wjMs  https://t.co/tHrZgUeOOS,positive,0.8291
76,76,1430155826589753344,2021-08-24 13:11:34+00:00,2021-08-24,13:11:34,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanlığı ile Sanayi ve Teknoloji Bakanlığı tarafından hazırlanan, Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""Ulusal Yapay Zeka Stratejisi"" Bilişim Vadisi'nde kamuoyuna tanıtıldı.  https://t.co/LOfZKhkqQq",positive,0.907
77,77,1430155648671567874,2021-08-24 13:10:52+00:00,2021-08-24,13:10:52,"Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi belirlendi  GÜNEBAKIŞ GAZETESİ OKU, YORUMLA ve PAYLAŞ ==&gt;  https://t.co/UiRcDOw1dD  Günebakış",positive,0.9324
78,78,1430155456366919680,2021-08-24 13:10:06+00:00,2021-08-24,13:10:06,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı. Hayırlı olsun   ( Sanayi ve Teknoloji Bakanlığı / Dijital Dönüşüm Ofisi )    https://t.co/pyR0gNd8tW,positive,0.7705
79,79,1430153748341461000,2021-08-24 13:03:19+00:00,2021-08-24,13:03:19,"• @dijital ile @TCSanayi tarafından hazırlanan, Türkiye'nin 5 yıllık dönemdeki yapay zeka çalışmalarına yön verecek ilk ""Ulusal Yapay Zeka Stratejisi"" Bilişim Vadisi'nde kamuoyuna tanıtıldı. • Detaylar haberimizde:  https://t.co/ITjpgOzwDB  https://t.co/QwfMcCbW9S",positive,0.948
80,80,1430153287769096193,2021-08-24 13:01:29+00:00,2021-08-24,13:01:29,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi Bogaziçinde maaşlarını alıp dikilip duranlar görün   https://t.co/AYJQd8VcAK,positive,0.6466
81,81,1430150288216936468,2021-08-24 12:49:34+00:00,2021-08-24,12:49:34,Madde madde Türkiye’nin 5 yıllık Ulusal Yapay Zeka Stratejisi  https://t.co/TIIvomqu4q #YAPAYZEKA #TÜRKİYE  https://t.co/VCdPG38fB5,positive,0.5948
82,82,1430149270611677200,2021-08-24 12:45:31+00:00,2021-08-24,12:45:31,Türkiye'nin İlk Ulusal Yapay Zeka Stratejisi açıklandı  https://t.co/6v60bOo6z6,positive,0.5807
